CSDUID,CSD,Period,IndicatorSummaryDescription,UnitOfMeasure,OriginalValue
4801003,Cypress County,2016,Well Count,,5.00000
4801003,Cypress County,2017,Well Count,,7.00000
4801003,Cypress County,2018,Well Count,,26.00000
4801003,Cypress County,2019,Well Count,,57.00000
4801003,Cypress County,2020,Well Count,,23.00000
4801003,Cypress County,2021,Well Count,,9.00000
4801003,Cypress County,2022,Well Count,,33.00000
4803018,Willow Creek No. 26,2021,Well Count,,5.00000
4803018,Willow Creek No. 26,2003,Well Count,,69.00000
4803018,Willow Creek No. 26,2004,Well Count,,87.00000
4803018,Willow Creek No. 26,2005,Well Count,,77.00000
4803018,Willow Creek No. 26,2006,Well Count,,86.00000
4803018,Willow Creek No. 26,2007,Well Count,,70.00000
4803018,Willow Creek No. 26,2008,Well Count,,52.00000
4803018,Willow Creek No. 26,2009,Well Count,,27.00000
4803018,Willow Creek No. 26,2010,Well Count,,17.00000
4803018,Willow Creek No. 26,2011,Well Count,,16.00000
4803018,Willow Creek No. 26,2012,Well Count,,10.00000
4803018,Willow Creek No. 26,2013,Well Count,,10.00000
4803018,Willow Creek No. 26,2014,Well Count,,3.00000
4803018,Willow Creek No. 26,2016,Well Count,,8.00000
4803018,Willow Creek No. 26,2017,Well Count,,12.00000
4803018,Willow Creek No. 26,2018,Well Count,,12.00000
4803018,Willow Creek No. 26,2019,Well Count,,1.00000
4802011,Lethbridge County,2003,Well Count,,76.00000
4802011,Lethbridge County,2004,Well Count,,66.00000
4802011,Lethbridge County,2005,Well Count,,59.00000
4802011,Lethbridge County,2006,Well Count,,39.00000
4802011,Lethbridge County,2007,Well Count,,27.00000
4802011,Lethbridge County,2008,Well Count,,21.00000
4802011,Lethbridge County,2009,Well Count,,11.00000
4802011,Lethbridge County,2010,Well Count,,19.00000
4802011,Lethbridge County,2011,Well Count,,24.00000
4802011,Lethbridge County,2012,Well Count,,34.00000
4802011,Lethbridge County,2013,Well Count,,12.00000
4802011,Lethbridge County,2014,Well Count,,10.00000
4802011,Lethbridge County,2015,Well Count,,2.00000
4802011,Lethbridge County,2016,Well Count,,3.00000
4802011,Lethbridge County,2017,Well Count,,3.00000
4802011,Lethbridge County,2018,Well Count,,2.00000
4802011,Lethbridge County,2019,Well Count,,2.00000
4802011,Lethbridge County,2021,Well Count,,1.00000
4802021,"Taber, M.D.",2022,Well Count,,3.00000
4802021,"Taber, M.D.",2003,Well Count,,161.00000
4802021,"Taber, M.D.",2004,Well Count,,214.00000
4802021,"Taber, M.D.",2005,Well Count,,232.00000
4802021,"Taber, M.D.",2006,Well Count,,128.00000
4802021,"Taber, M.D.",2007,Well Count,,162.00000
4802021,"Taber, M.D.",2008,Well Count,,141.00000
4802021,"Taber, M.D.",2009,Well Count,,42.00000
4802021,"Taber, M.D.",2010,Well Count,,61.00000
4802021,"Taber, M.D.",2011,Well Count,,74.00000
4802021,"Taber, M.D.",2012,Well Count,,54.00000
4802021,"Taber, M.D.",2013,Well Count,,48.00000
4802021,"Taber, M.D.",2014,Well Count,,43.00000
4802021,"Taber, M.D.",2015,Well Count,,7.00000
4802021,"Taber, M.D.",2016,Well Count,,5.00000
4802021,"Taber, M.D.",2017,Well Count,,14.00000
4802021,"Taber, M.D.",2018,Well Count,,14.00000
4802021,"Taber, M.D.",2019,Well Count,,3.00000
4802021,"Taber, M.D.",2020,Well Count,,4.00000
4803011,Pincher Creek No. 9,2003,Well Count,,6.00000
4803011,Pincher Creek No. 9,2004,Well Count,,12.00000
4803011,Pincher Creek No. 9,2005,Well Count,,10.00000
4803011,Pincher Creek No. 9,2006,Well Count,,13.00000
4803011,Pincher Creek No. 9,2007,Well Count,,5.00000
4803011,Pincher Creek No. 9,2008,Well Count,,6.00000
4803011,Pincher Creek No. 9,2009,Well Count,,1.00000
4803011,Pincher Creek No. 9,2010,Well Count,,3.00000
4803011,Pincher Creek No. 9,2011,Well Count,,1.00000
4803011,Pincher Creek No. 9,2012,Well Count,,0.00000
4803011,Pincher Creek No. 9,2014,Well Count,,1.00000
4804001,Acadia No. 34,2018,Well Count,,1.00000
4804001,Acadia No. 34,2003,Well Count,,38.00000
4804001,Acadia No. 34,2004,Well Count,,29.00000
4804001,Acadia No. 34,2005,Well Count,,46.00000
4804001,Acadia No. 34,2006,Well Count,,35.00000
4804001,Acadia No. 34,2007,Well Count,,62.00000
4804001,Acadia No. 34,2008,Well Count,,11.00000
4804001,Acadia No. 34,2009,Well Count,,5.00000
4804001,Acadia No. 34,2012,Well Count,,0.00000
4804001,Acadia No. 34,2013,Well Count,,1.00000
4804001,Acadia No. 34,2017,Well Count,,6.00000
4804004,Special Area No. 2,2003,Well Count,,1205.00000
4804004,Special Area No. 2,2004,Well Count,,1486.00000
4804004,Special Area No. 2,2005,Well Count,,1175.00000
4804004,Special Area No. 2,2006,Well Count,,1129.00000
4804004,Special Area No. 2,2007,Well Count,,489.00000
4804004,Special Area No. 2,2008,Well Count,,353.00000
4804004,Special Area No. 2,2009,Well Count,,177.00000
4804004,Special Area No. 2,2010,Well Count,,121.00000
4804004,Special Area No. 2,2011,Well Count,,40.00000
4804004,Special Area No. 2,2012,Well Count,,54.00000
4804004,Special Area No. 2,2013,Well Count,,66.00000
4804004,Special Area No. 2,2014,Well Count,,85.00000
4804004,Special Area No. 2,2015,Well Count,,12.00000
4804004,Special Area No. 2,2016,Well Count,,12.00000
4804004,Special Area No. 2,2017,Well Count,,21.00000
4804004,Special Area No. 2,2018,Well Count,,32.00000
4804004,Special Area No. 2,2019,Well Count,,34.00000
4804004,Special Area No. 2,2020,Well Count,,12.00000
4804004,Special Area No. 2,2021,Well Count,,21.00000
4804004,Special Area No. 2,2022,Well Count,,65.00000
4804012,Special Area No. 3,2022,Well Count,,8.00000
4804012,Special Area No. 3,2003,Well Count,,155.00000
4804012,Special Area No. 3,2004,Well Count,,242.00000
4804012,Special Area No. 3,2005,Well Count,,335.00000
4804012,Special Area No. 3,2006,Well Count,,616.00000
4804012,Special Area No. 3,2007,Well Count,,241.00000
4804012,Special Area No. 3,2008,Well Count,,118.00000
4804012,Special Area No. 3,2009,Well Count,,28.00000
4804012,Special Area No. 3,2010,Well Count,,19.00000
4804012,Special Area No. 3,2011,Well Count,,3.00000
4804012,Special Area No. 3,2012,Well Count,,6.00000
4804012,Special Area No. 3,2013,Well Count,,5.00000
4804012,Special Area No. 3,2014,Well Count,,12.00000
4804012,Special Area No. 3,2015,Well Count,,5.00000
4804012,Special Area No. 3,2016,Well Count,,2.00000
4804012,Special Area No. 3,2017,Well Count,,4.00000
4804012,Special Area No. 3,2018,Well Count,,1.00000
4804012,Special Area No. 3,2019,Well Count,,2.00000
4804012,Special Area No. 3,2021,Well Count,,2.00000
4804020,Special Area No. 4,2003,Well Count,,277.00000
4804020,Special Area No. 4,2004,Well Count,,351.00000
4804020,Special Area No. 4,2005,Well Count,,291.00000
4804020,Special Area No. 4,2006,Well Count,,142.00000
4804020,Special Area No. 4,2007,Well Count,,79.00000
4804020,Special Area No. 4,2008,Well Count,,85.00000
4804020,Special Area No. 4,2009,Well Count,,32.00000
4804020,Special Area No. 4,2010,Well Count,,73.00000
4804020,Special Area No. 4,2011,Well Count,,85.00000
4804020,Special Area No. 4,2012,Well Count,,133.00000
4804020,Special Area No. 4,2013,Well Count,,59.00000
4804020,Special Area No. 4,2014,Well Count,,92.00000
4804020,Special Area No. 4,2015,Well Count,,96.00000
4804020,Special Area No. 4,2016,Well Count,,99.00000
4804020,Special Area No. 4,2017,Well Count,,255.00000
4804020,Special Area No. 4,2018,Well Count,,315.00000
4804020,Special Area No. 4,2019,Well Count,,194.00000
4804020,Special Area No. 4,2020,Well Count,,101.00000
4804020,Special Area No. 4,2021,Well Count,,177.00000
4804020,Special Area No. 4,2022,Well Count,,186.00000
4805001,Vulcan County,2022,Well Count,,5.00000
4805001,Vulcan County,2003,Well Count,,418.00000
4805001,Vulcan County,2004,Well Count,,527.00000
4805001,Vulcan County,2005,Well Count,,437.00000
4805001,Vulcan County,2006,Well Count,,430.00000
4805001,Vulcan County,2007,Well Count,,207.00000
4805001,Vulcan County,2008,Well Count,,155.00000
4805001,Vulcan County,2009,Well Count,,26.00000
4805001,Vulcan County,2010,Well Count,,48.00000
4805001,Vulcan County,2011,Well Count,,42.00000
4805001,Vulcan County,2012,Well Count,,30.00000
4805001,Vulcan County,2013,Well Count,,30.00000
4805001,Vulcan County,2014,Well Count,,22.00000
4805001,Vulcan County,2015,Well Count,,10.00000
4805001,Vulcan County,2016,Well Count,,2.00000
4805001,Vulcan County,2017,Well Count,,3.00000
4805001,Vulcan County,2018,Well Count,,5.00000
4805001,Vulcan County,2019,Well Count,,2.00000
4805001,Vulcan County,2021,Well Count,,1.00000
4806001,Foothills County,2003,Well Count,,110.00000
4806001,Foothills County,2004,Well Count,,93.00000
4806001,Foothills County,2005,Well Count,,139.00000
4806001,Foothills County,2006,Well Count,,110.00000
4806001,Foothills County,2007,Well Count,,107.00000
4806001,Foothills County,2008,Well Count,,75.00000
4806001,Foothills County,2009,Well Count,,1.00000
4806001,Foothills County,2010,Well Count,,10.00000
4806001,Foothills County,2011,Well Count,,9.00000
4806001,Foothills County,2012,Well Count,,16.00000
4806001,Foothills County,2013,Well Count,,23.00000
4806001,Foothills County,2014,Well Count,,24.00000
4806001,Foothills County,2015,Well Count,,3.00000
4806001,Foothills County,2017,Well Count,,2.00000
4806001,Foothills County,2019,Well Count,,2.00000
4806001,Foothills County,2021,Well Count,,2.00000
4806014,Rocky View County,2022,Well Count,,7.00000
4806014,Rocky View County,2003,Well Count,,219.00000
4806014,Rocky View County,2004,Well Count,,302.00000
4806014,Rocky View County,2005,Well Count,,321.00000
4806014,Rocky View County,2006,Well Count,,113.00000
4806014,Rocky View County,2007,Well Count,,286.00000
4806014,Rocky View County,2008,Well Count,,147.00000
4806014,Rocky View County,2009,Well Count,,92.00000
4806014,Rocky View County,2010,Well Count,,138.00000
4806014,Rocky View County,2011,Well Count,,140.00000
4806014,Rocky View County,2012,Well Count,,65.00000
4806014,Rocky View County,2013,Well Count,,59.00000
4806014,Rocky View County,2014,Well Count,,41.00000
4806014,Rocky View County,2015,Well Count,,9.00000
4806014,Rocky View County,2016,Well Count,,3.00000
4806014,Rocky View County,2017,Well Count,,8.00000
4806014,Rocky View County,2018,Well Count,,12.00000
4806014,Rocky View County,2019,Well Count,,9.00000
4806014,Rocky View County,2021,Well Count,,9.00000
4806016,Calgary,2003,Well Count,,2.00000
4806016,Calgary,2004,Well Count,,0.00000
4806016,Calgary,2005,Well Count,,1.00000
4806016,Calgary,2006,Well Count,,0.00000
4806016,Calgary,2007,Well Count,,0.00000
4806016,Calgary,2008,Well Count,,74.00000
4806016,Calgary,2012,Well Count,,0.00000
4806028,Mountain View County,2022,Well Count,,29.00000
4806028,Mountain View County,2003,Well Count,,83.00000
4806028,Mountain View County,2004,Well Count,,113.00000
4806028,Mountain View County,2005,Well Count,,390.00000
4806028,Mountain View County,2006,Well Count,,244.00000
4806028,Mountain View County,2007,Well Count,,178.00000
4806028,Mountain View County,2008,Well Count,,168.00000
4806028,Mountain View County,2009,Well Count,,167.00000
4806028,Mountain View County,2010,Well Count,,116.00000
4806028,Mountain View County,2011,Well Count,,176.00000
4806028,Mountain View County,2012,Well Count,,163.00000
4806028,Mountain View County,2013,Well Count,,147.00000
4806028,Mountain View County,2014,Well Count,,120.00000
4806028,Mountain View County,2015,Well Count,,3.00000
4806028,Mountain View County,2016,Well Count,,3.00000
4806028,Mountain View County,2017,Well Count,,14.00000
4806028,Mountain View County,2018,Well Count,,44.00000
4806028,Mountain View County,2019,Well Count,,20.00000
4806028,Mountain View County,2020,Well Count,,8.00000
4806028,Mountain View County,2021,Well Count,,24.00000
4807001,Provost No. 52,2003,Well Count,,230.00000
4807001,Provost No. 52,2004,Well Count,,286.00000
4807001,Provost No. 52,2005,Well Count,,228.00000
4807001,Provost No. 52,2006,Well Count,,199.00000
4807001,Provost No. 52,2007,Well Count,,149.00000
4807001,Provost No. 52,2008,Well Count,,146.00000
4807001,Provost No. 52,2009,Well Count,,46.00000
4807001,Provost No. 52,2010,Well Count,,100.00000
4807001,Provost No. 52,2011,Well Count,,120.00000
4807001,Provost No. 52,2012,Well Count,,84.00000
4807001,Provost No. 52,2013,Well Count,,76.00000
4807001,Provost No. 52,2014,Well Count,,109.00000
4807001,Provost No. 52,2015,Well Count,,60.00000
4807001,Provost No. 52,2016,Well Count,,59.00000
4807001,Provost No. 52,2017,Well Count,,167.00000
4807001,Provost No. 52,2018,Well Count,,151.00000
4807001,Provost No. 52,2019,Well Count,,117.00000
4807001,Provost No. 52,2020,Well Count,,76.00000
4807001,Provost No. 52,2021,Well Count,,228.00000
4807001,Provost No. 52,2022,Well Count,,281.00000
4819041,Smoky River No. 130,2022,Well Count,,2.00000
4819041,Smoky River No. 130,2003,Well Count,,34.00000
4819041,Smoky River No. 130,2004,Well Count,,37.00000
4819041,Smoky River No. 130,2005,Well Count,,54.00000
4819041,Smoky River No. 130,2006,Well Count,,93.00000
4819041,Smoky River No. 130,2007,Well Count,,60.00000
4819041,Smoky River No. 130,2008,Well Count,,98.00000
4819041,Smoky River No. 130,2009,Well Count,,36.00000
4819041,Smoky River No. 130,2010,Well Count,,41.00000
4819041,Smoky River No. 130,2011,Well Count,,72.00000
4819041,Smoky River No. 130,2012,Well Count,,87.00000
4819041,Smoky River No. 130,2013,Well Count,,67.00000
4819041,Smoky River No. 130,2014,Well Count,,52.00000
4819041,Smoky River No. 130,2015,Well Count,,5.00000
4819041,Smoky River No. 130,2016,Well Count,,12.00000
4819041,Smoky River No. 130,2017,Well Count,,13.00000
4819041,Smoky River No. 130,2018,Well Count,,18.00000
4819041,Smoky River No. 130,2021,Well Count,,9.00000
4810036,Vermilion River County,2003,Well Count,,408.00000
4810036,Vermilion River County,2004,Well Count,,376.00000
4810036,Vermilion River County,2005,Well Count,,389.00000
4810036,Vermilion River County,2006,Well Count,,439.00000
4810036,Vermilion River County,2007,Well Count,,459.00000
4810036,Vermilion River County,2008,Well Count,,539.00000
4810036,Vermilion River County,2009,Well Count,,305.00000
4810036,Vermilion River County,2010,Well Count,,603.00000
4810036,Vermilion River County,2011,Well Count,,694.00000
4810036,Vermilion River County,2012,Well Count,,526.00000
4810036,Vermilion River County,2013,Well Count,,699.00000
4810036,Vermilion River County,2014,Well Count,,611.00000
4810036,Vermilion River County,2015,Well Count,,99.00000
4810036,Vermilion River County,2016,Well Count,,55.00000
4810036,Vermilion River County,2017,Well Count,,337.00000
4810036,Vermilion River County,2018,Well Count,,261.00000
4810036,Vermilion River County,2019,Well Count,,184.00000
4810036,Vermilion River County,2020,Well Count,,101.00000
4810036,Vermilion River County,2021,Well Count,,161.00000
4810036,Vermilion River County,2022,Well Count,,360.00000
4817026,Northern Sunrise County,2022,Well Count,,409.00000
4817026,Northern Sunrise County,2003,Well Count,,228.00000
4817026,Northern Sunrise County,2004,Well Count,,327.00000
4817026,Northern Sunrise County,2005,Well Count,,282.00000
4817026,Northern Sunrise County,2006,Well Count,,418.00000
4817026,Northern Sunrise County,2007,Well Count,,313.00000
4817026,Northern Sunrise County,2008,Well Count,,305.00000
4817026,Northern Sunrise County,2009,Well Count,,201.00000
4817026,Northern Sunrise County,2010,Well Count,,391.00000
4817026,Northern Sunrise County,2011,Well Count,,759.00000
4817026,Northern Sunrise County,2012,Well Count,,922.00000
4817026,Northern Sunrise County,2013,Well Count,,757.00000
4817026,Northern Sunrise County,2014,Well Count,,509.00000
4817026,Northern Sunrise County,2015,Well Count,,430.00000
4817026,Northern Sunrise County,2016,Well Count,,265.00000
4817026,Northern Sunrise County,2017,Well Count,,295.00000
4817026,Northern Sunrise County,2018,Well Count,,191.00000
4817026,Northern Sunrise County,2019,Well Count,,90.00000
4817026,Northern Sunrise County,2020,Well Count,,74.00000
4817026,Northern Sunrise County,2021,Well Count,,115.00000
4817027,Big Lakes County,2003,Well Count,,110.00000
4817027,Big Lakes County,2004,Well Count,,86.00000
4817027,Big Lakes County,2005,Well Count,,117.00000
4817027,Big Lakes County,2006,Well Count,,160.00000
4817027,Big Lakes County,2007,Well Count,,89.00000
4817027,Big Lakes County,2008,Well Count,,60.00000
4817027,Big Lakes County,2009,Well Count,,18.00000
4817027,Big Lakes County,2010,Well Count,,64.00000
4817027,Big Lakes County,2011,Well Count,,159.00000
4817027,Big Lakes County,2012,Well Count,,124.00000
4817027,Big Lakes County,2013,Well Count,,102.00000
4817027,Big Lakes County,2014,Well Count,,72.00000
4817027,Big Lakes County,2015,Well Count,,8.00000
4817027,Big Lakes County,2016,Well Count,,18.00000
4817027,Big Lakes County,2017,Well Count,,28.00000
4817027,Big Lakes County,2018,Well Count,,22.00000
4817027,Big Lakes County,2019,Well Count,,18.00000
4817027,Big Lakes County,2020,Well Count,,12.00000
4817027,Big Lakes County,2021,Well Count,,127.00000
4817027,Big Lakes County,2022,Well Count,,454.00000
4817031,Opportunity No. 17,2022,Well Count,,159.00000
4817031,Opportunity No. 17,2003,Well Count,,512.00000
4817031,Opportunity No. 17,2004,Well Count,,428.00000
4817031,Opportunity No. 17,2005,Well Count,,435.00000
4817031,Opportunity No. 17,2006,Well Count,,403.00000
4817031,Opportunity No. 17,2007,Well Count,,372.00000
4817031,Opportunity No. 17,2008,Well Count,,451.00000
4817031,Opportunity No. 17,2009,Well Count,,227.00000
4817031,Opportunity No. 17,2010,Well Count,,538.00000
4817031,Opportunity No. 17,2011,Well Count,,780.00000
4817031,Opportunity No. 17,2012,Well Count,,646.00000
4817031,Opportunity No. 17,2013,Well Count,,414.00000
4817031,Opportunity No. 17,2014,Well Count,,339.00000
4817031,Opportunity No. 17,2015,Well Count,,38.00000
4817031,Opportunity No. 17,2016,Well Count,,39.00000
4817031,Opportunity No. 17,2017,Well Count,,109.00000
4817031,Opportunity No. 17,2018,Well Count,,53.00000
4817031,Opportunity No. 17,2019,Well Count,,32.00000
4817031,Opportunity No. 17,2020,Well Count,,45.00000
4817031,Opportunity No. 17,2021,Well Count,,108.00000
4813001,Lac Ste. Anne County,2003,Well Count,,49.00000
4813001,Lac Ste. Anne County,2004,Well Count,,55.00000
4813001,Lac Ste. Anne County,2005,Well Count,,89.00000
4813001,Lac Ste. Anne County,2006,Well Count,,50.00000
4813001,Lac Ste. Anne County,2007,Well Count,,29.00000
4813001,Lac Ste. Anne County,2008,Well Count,,17.00000
4813001,Lac Ste. Anne County,2009,Well Count,,4.00000
4813001,Lac Ste. Anne County,2010,Well Count,,2.00000
4813001,Lac Ste. Anne County,2011,Well Count,,4.00000
4813001,Lac Ste. Anne County,2012,Well Count,,7.00000
4813001,Lac Ste. Anne County,2013,Well Count,,11.00000
4813001,Lac Ste. Anne County,2014,Well Count,,3.00000
4813001,Lac Ste. Anne County,2015,Well Count,,1.00000
4813001,Lac Ste. Anne County,2016,Well Count,,1.00000
4813001,Lac Ste. Anne County,2017,Well Count,,1.00000
4813001,Lac Ste. Anne County,2018,Well Count,,3.00000
4819049,Birch Hills County,2021,Well Count,,19.00000
4819049,Birch Hills County,2003,Well Count,,38.00000
4819049,Birch Hills County,2004,Well Count,,69.00000
4819049,Birch Hills County,2005,Well Count,,67.00000
4819049,Birch Hills County,2006,Well Count,,75.00000
4819049,Birch Hills County,2007,Well Count,,53.00000
4819049,Birch Hills County,2008,Well Count,,33.00000
4819049,Birch Hills County,2009,Well Count,,17.00000
4819049,Birch Hills County,2010,Well Count,,30.00000
4819049,Birch Hills County,2011,Well Count,,5.00000
4819049,Birch Hills County,2012,Well Count,,2.00000
4819049,Birch Hills County,2013,Well Count,,7.00000
4819049,Birch Hills County,2014,Well Count,,15.00000
4819049,Birch Hills County,2017,Well Count,,1.00000
4819049,Birch Hills County,2019,Well Count,,6.00000
4819049,Birch Hills County,2020,Well Count,,10.00000
4819054,Spirit River No. 133,2003,Well Count,,13.00000
4819054,Spirit River No. 133,2004,Well Count,,13.00000
4819054,Spirit River No. 133,2005,Well Count,,9.00000
4819054,Spirit River No. 133,2006,Well Count,,3.00000
4819054,Spirit River No. 133,2007,Well Count,,10.00000
4819054,Spirit River No. 133,2008,Well Count,,10.00000
4819054,Spirit River No. 133,2009,Well Count,,1.00000
4819054,Spirit River No. 133,2011,Well Count,,1.00000
4819054,Spirit River No. 133,2012,Well Count,,0.00000
4819054,Spirit River No. 133,2014,Well Count,,3.00000
4819054,Spirit River No. 133,2017,Well Count,,5.00000
4819054,Spirit River No. 133,2018,Well Count,,1.00000
4819054,Spirit River No. 133,2019,Well Count,,2.00000
4819054,Spirit River No. 133,2021,Well Count,,1.00000
4819054,Spirit River No. 133,2022,Well Count,,1.00000
4819059,Saddle Hills County,2022,Well Count,,180.00000
4819059,Saddle Hills County,2003,Well Count,,267.00000
4819059,Saddle Hills County,2004,Well Count,,268.00000
4819059,Saddle Hills County,2005,Well Count,,296.00000
4819059,Saddle Hills County,2006,Well Count,,290.00000
4819059,Saddle Hills County,2007,Well Count,,182.00000
4819059,Saddle Hills County,2008,Well Count,,237.00000
4819059,Saddle Hills County,2009,Well Count,,109.00000
4819059,Saddle Hills County,2010,Well Count,,145.00000
4819059,Saddle Hills County,2011,Well Count,,141.00000
4819059,Saddle Hills County,2012,Well Count,,136.00000
4819059,Saddle Hills County,2013,Well Count,,161.00000
4819059,Saddle Hills County,2014,Well Count,,249.00000
4819059,Saddle Hills County,2015,Well Count,,114.00000
4819059,Saddle Hills County,2016,Well Count,,84.00000
4819059,Saddle Hills County,2017,Well Count,,200.00000
4819059,Saddle Hills County,2018,Well Count,,197.00000
4819059,Saddle Hills County,2019,Well Count,,104.00000
4819059,Saddle Hills County,2020,Well Count,,121.00000
4819059,Saddle Hills County,2021,Well Count,,159.00000
4819066,Fairview No. 136,2003,Well Count,,37.00000
4819066,Fairview No. 136,2004,Well Count,,64.00000
4819066,Fairview No. 136,2005,Well Count,,51.00000
4819066,Fairview No. 136,2006,Well Count,,30.00000
4819066,Fairview No. 136,2007,Well Count,,32.00000
4819066,Fairview No. 136,2008,Well Count,,20.00000
4819066,Fairview No. 136,2010,Well Count,,16.00000
4819066,Fairview No. 136,2011,Well Count,,10.00000
4819066,Fairview No. 136,2012,Well Count,,2.00000
4819066,Fairview No. 136,2014,Well Count,,3.00000
4811032,Brazeau County,2022,Well Count,,76.00000
4811032,Brazeau County,2003,Well Count,,296.00000
4811032,Brazeau County,2004,Well Count,,236.00000
4811032,Brazeau County,2005,Well Count,,256.00000
4811032,Brazeau County,2006,Well Count,,287.00000
4811032,Brazeau County,2007,Well Count,,187.00000
4811032,Brazeau County,2008,Well Count,,123.00000
4811032,Brazeau County,2009,Well Count,,89.00000
4811032,Brazeau County,2010,Well Count,,219.00000
4811032,Brazeau County,2011,Well Count,,283.00000
4811032,Brazeau County,2012,Well Count,,326.00000
4811032,Brazeau County,2013,Well Count,,231.00000
4811032,Brazeau County,2014,Well Count,,256.00000
4811032,Brazeau County,2015,Well Count,,96.00000
4811032,Brazeau County,2016,Well Count,,61.00000
4811032,Brazeau County,2017,Well Count,,111.00000
4811032,Brazeau County,2018,Well Count,,64.00000
4811032,Brazeau County,2019,Well Count,,51.00000
4811032,Brazeau County,2020,Well Count,,24.00000
4811032,Brazeau County,2021,Well Count,,66.00000
4811034,Parkland County,2003,Well Count,,12.00000
4811034,Parkland County,2004,Well Count,,26.00000
4811034,Parkland County,2005,Well Count,,23.00000
4811034,Parkland County,2006,Well Count,,40.00000
4811034,Parkland County,2007,Well Count,,42.00000
4811034,Parkland County,2008,Well Count,,24.00000
4811034,Parkland County,2009,Well Count,,16.00000
4811034,Parkland County,2010,Well Count,,15.00000
4811034,Parkland County,2011,Well Count,,9.00000
4811034,Parkland County,2012,Well Count,,16.00000
4811034,Parkland County,2013,Well Count,,18.00000
4811034,Parkland County,2014,Well Count,,17.00000
4811034,Parkland County,2015,Well Count,,24.00000
4811034,Parkland County,2016,Well Count,,12.00000
4811034,Parkland County,2017,Well Count,,6.00000
4811034,Parkland County,2018,Well Count,,6.00000
4811034,Parkland County,2019,Well Count,,2.00000
4811034,Parkland County,2020,Well Count,,5.00000
4811034,Parkland County,2021,Well Count,,7.00000
4811034,Parkland County,2022,Well Count,,13.00000
4811052,Strathcona County,2022,Well Count,,10.00000
4811052,Strathcona County,2003,Well Count,,34.00000
4811052,Strathcona County,2004,Well Count,,37.00000
4811052,Strathcona County,2005,Well Count,,47.00000
4811052,Strathcona County,2006,Well Count,,24.00000
4811052,Strathcona County,2007,Well Count,,17.00000
4811052,Strathcona County,2008,Well Count,,37.00000
4811052,Strathcona County,2009,Well Count,,4.00000
